Region,State,StateCode,Education,EducationCode,DeliveryMethod,DeliveryMethodCode,TobaccoUse,TobaccoUseCode,Births,Pctof TotalBirths,AverageBirthWeight,AverageAgeofMother
3,Maryland,24,High school graduate or GED completed,3,Cesarean,2,Yes,1,599,0.02%,2995.45,27.49
3,Maryland,24,High school graduate or GED completed,3,Cesarean,2,No,2,4206,0.11%,3175.85,28.02
3,Maryland,24,High school graduate or GED completed,3,Cesarean,2,Not Stated,9,22,0.00%,2881.36,26.36
3,Maryland,24,High school graduate or GED completed,3,Not Stated,9,No,2,13,0.00%,3172.31,26.54
3,Maryland,24,"Some college credit, but not a degree",4,Vaginal,1,Yes,1,737,0.02%,3077.09,28.37
3,Maryland,24,"Some college credit, but not a degree",4,Vaginal,1,No,2,8594,0.22%,3284.86,27.74
3,Maryland,24,"Some college credit, but not a degree",4,Vaginal,1,Not Stated,9,36,0.00%,3181.75,26.61
3,Maryland,24,"Some college credit, but not a degree",4,Cesarean,2,Yes,1,404,0.01%,3025.85,29.27
3,Maryland,24,"Some college credit, but not a degree",4,Cesarean,2,No,2,4602,0.12%,3202.42,29.49
3,Maryland,24,"Some college credit, but not a degree",4,Cesarean,2,Not Stated,9,24,0.00%,3128.12,28.08
3,Maryland,24,"Some college credit, but not a degree",4,Not Stated,9,No,2,15,0.00%,3225.2,29.73
3,Maryland,24,"Associate degree (AA, AS)",5,Vaginal,1,Yes,1,113,0.00%,3178.52,29.75
3,Maryland,24,"Associate degree (AA, AS)",5,Vaginal,1,No,2,2948,0.07%,3343.09,30.05
3,Maryland,24,"Associate degree (AA, AS)",5,Vaginal,1,Not Stated,9,15,0.00%,3431.67,31.53
3,Maryland,24,"Associate degree (AA, AS)",5,Cesarean,2,Yes,1,56,0.00%,2978.95,31.61
3,Maryland,24,"Associate degree (AA, AS)",5,Cesarean,2,No,2,1564,0.04%,3250.73,31.42
3,Maryland,24,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Yes,1,87,0.00%,3237.13,31.25
3,Maryland,24,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,No,2,10131,0.26%,3348.31,31.19
3,Maryland,24,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Not Stated,9,21,0.00%,3396.19,32.05
3,Maryland,24,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Yes,1,53,0.00%,3075.85,32.15
3,Maryland,24,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,No,2,5446,0.14%,3262.77,32.58
3,Maryland,24,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Not Stated,9,12,0.00%,3369.25,31.58
3,Maryland,24,"Master's degree (MA, MS)",7,Vaginal,1,Yes,1,18,0.00%,3330.67,34.28
3,Maryland,24,"Master's degree (MA, MS)",7,Vaginal,1,No,2,6832,0.17%,3368.83,32.58
3,Maryland,24,"Master's degree (MA, MS)",7,Cesarean,2,Yes,1,15,0.00%,3031.53,35.6
3,Maryland,24,"Master's degree (MA, MS)",7,Cesarean,2,No,2,3711,0.09%,3258.79,33.94
3,Maryland,24,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,No,2,2099,0.05%,3344.69,33.97
3,Maryland,24,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,No,2,1167,0.03%,3249.36,35
3,Maryland,24,Unknown/Not on certificate,Unk,Vaginal,1,Yes,1,12,0.00%,2483.08,29.33
3,Maryland,24,Unknown/Not on certificate,Unk,Vaginal,1,No,2,229,0.01%,2981.96,29.66
3,Maryland,24,Unknown/Not on certificate,Unk,Vaginal,1,Not Stated,9,31,0.00%,2977.19,29.71
3,Maryland,24,Unknown/Not on certificate,Unk,Cesarean,2,No,2,113,0.00%,3075.9,31.33
3,Maryland,24,Unknown/Not on certificate,Unk,Cesarean,2,Not Stated,9,14,0.00%,3008.07,34.07
3,North Carolina,37,8th grade or less,1,Vaginal,1,Yes,1,175,0.00%,3025.1,25.49
3,North Carolina,37,8th grade or less,1,Vaginal,1,No,2,3300,0.08%,3324.53,30.19
3,North Carolina,37,8th grade or less,1,Cesarean,2,Yes,1,77,0.00%,2792.04,27.74
3,North Carolina,37,8th grade or less,1,Cesarean,2,No,2,976,0.02%,3254.41,31.51
3,North Carolina,37,9th through 12th grade with no diploma,2,Vaginal,1,Yes,1,1730,0.04%,2987.69,24.77
3,North Carolina,37,9th through 12th grade with no diploma,2,Vaginal,1,No,2,7853,0.20%,3207.34,24.03
3,North Carolina,37,9th through 12th grade with no diploma,2,Cesarean,2,Yes,1,752,0.02%,2882.1,26.03
3,North Carolina,37,9th through 12th grade with no diploma,2,Cesarean,2,No,2,2452,0.06%,3110.65,25.8
3,North Carolina,37,High school graduate or GED completed,3,Vaginal,1,Yes,1,2744,0.07%,3062.65,25.83
3,North Carolina,37,High school graduate or GED completed,3,Vaginal,1,No,2,16938,0.43%,3239.87,25.05
3,North Carolina,37,High school graduate or GED completed,3,Cesarean,2,Yes,1,1301,0.03%,2922.79,26.93
3,North Carolina,37,High school graduate or GED completed,3,Cesarean,2,No,2,6444,0.16%,3142.42,26.65
3,North Carolina,37,"Some college credit, but not a degree",4,Vaginal,1,Yes,1,1984,0.05%,3112.25,27.56
3,North Carolina,37,"Some college credit, but not a degree",4,Vaginal,1,No,2,17118,0.43%,3282.88,26.6
3,North Carolina,37,"Some college credit, but not a degree",4,Cesarean,2,Yes,1,969,0.02%,2981.58,28.66
3,North Carolina,37,"Some college credit, but not a degree",4,Cesarean,2,No,2,7154,0.18%,3192.21,28.22
3,North Carolina,37,"Associate degree (AA, AS)",5,Vaginal,1,Yes,1,465,0.01%,3134.11,30.06
3,North Carolina,37,"Associate degree (AA, AS)",5,Vaginal,1,No,2,6981,0.18%,3327.74,29
3,North Carolina,37,"Associate degree (AA, AS)",5,Cesarean,2,Yes,1,231,0.01%,3067.18,31.63
3,North Carolina,37,"Associate degree (AA, AS)",5,Cesarean,2,No,2,3364,0.09%,3243.5,30.54
3,North Carolina,37,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Yes,1,173,0.00%,3238.47,31.77
3,North Carolina,37,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,No,2,16482,0.42%,3379.3,30.63
3,North Carolina,37,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Yes,1,106,0.00%,2907.62,32.25
3,North Carolina,37,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,No,2,7468,0.19%,3276.07,32
3,North Carolina,37,"Master's degree (MA, MS)",7,Vaginal,1,Yes,1,24,0.00%,3056.62,33.17
3,North Carolina,37,"Master's degree (MA, MS)",7,Vaginal,1,No,2,6871,0.17%,3368.49,32.23
3,North Carolina,37,"Master's degree (MA, MS)",7,Cesarean,2,Yes,1,14,0.00%,3116.21,35.36
3,North Carolina,37,"Master's degree (MA, MS)",7,Cesarean,2,No,2,3304,0.08%,3257.86,33.41
3,North Carolina,37,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,No,2,2094,0.05%,3343.16,33.25
3,North Carolina,37,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,No,2,844,0.02%,3259.02,34.37
3,North Carolina,37,Unknown/Not on certificate,Unk,Vaginal,1,Yes,1,18,0.00%,3044.56,28.06
3,North Carolina,37,Unknown/Not on certificate,Unk,Vaginal,1,No,2,220,0.01%,3245.72,28.36
3,North Carolina,37,Unknown/Not on certificate,Unk,Cesarean,2,No,2,73,0.00%,3112.51,32.78
3,South Carolina,45,8th grade or less,1,Vaginal,1,Yes,1,68,0.00%,3068.93,25.44
3,South Carolina,45,8th grade or less,1,Vaginal,1,No,2,983,0.02%,3292.45,29.11
3,South Carolina,45,8th grade or less,1,Cesarean,2,Yes,1,32,0.00%,3124.22,26.12
3,South Carolina,45,8th grade or less,1,Cesarean,2,No,2,405,0.01%,3223.37,30.09
3,South Carolina,45,9th through 12th grade with no diploma,2,Vaginal,1,Yes,1,1027,0.03%,3055.11,24.42
3,South Carolina,45,9th through 12th grade with no diploma,2,Vaginal,1,No,2,3749,0.10%,3152.42,23.28
3,South Carolina,45,9th through 12th grade with no diploma,2,Cesarean,2,Yes,1,444,0.01%,3009.02,25.96
3,South Carolina,45,9th through 12th grade with no diploma,2,Cesarean,2,No,2,1452,0.04%,3094.46,25.42
3,South Carolina,45,High school graduate or GED completed,3,Vaginal,1,Yes,1,1230,0.03%,3079.55,25.83
3,South Carolina,45,High school graduate or GED completed,3,Vaginal,1,No,2,7938,0.20%,3195.09,24.95
3,South Carolina,45,High school graduate or GED completed,3,Cesarean,2,Yes,1,610,0.02%,2977.43,26.96
3,South Carolina,45,High school graduate or GED completed,3,Cesarean,2,No,2,3748,0.09%,3134.16,26.57
3,South Carolina,45,"Some college credit, but not a degree",4,Vaginal,1,Yes,1,872,0.02%,3134.68,27.43
3,South Carolina,45,"Some college credit, but not a degree",4,Vaginal,1,No,2,8336,0.21%,3263.01,26.49
3,South Carolina,45,"Some college credit, but not a degree",4,Cesarean,2,Yes,1,508,0.01%,2973.4,28.68
3,South Carolina,45,"Some college credit, but not a degree",4,Cesarean,2,No,2,4370,0.11%,3183.52,27.91
3,South Carolina,45,"Associate degree (AA, AS)",5,Vaginal,1,Yes,1,165,0.00%,3098.23,29.64
3,South Carolina,45,"Associate degree (AA, AS)",5,Vaginal,1,No,2,3079,0.08%,3303.05,29.2
3,South Carolina,45,"Associate degree (AA, AS)",5,Cesarean,2,Yes,1,120,0.00%,3051.27,31
3,South Carolina,45,"Associate degree (AA, AS)",5,Cesarean,2,No,2,1821,0.05%,3241.66,30.59
3,South Carolina,45,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Yes,1,63,0.00%,3204.73,31.44
3,South Carolina,45,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,No,2,6728,0.17%,3374.3,30.43
3,South Carolina,45,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Yes,1,56,0.00%,3069.48,33.11
3,South Carolina,45,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,No,2,3555,0.09%,3260.6,31.63
3,South Carolina,45,"Master's degree (MA, MS)",7,Vaginal,1,Yes,1,14,0.00%,3197.57,32.93
3,South Carolina,45,"Master's degree (MA, MS)",7,Vaginal,1,No,2,2902,0.07%,3363.79,32
3,South Carolina,45,"Master's degree (MA, MS)",7,Cesarean,2,No,2,1611,0.04%,3292.38,33.23
3,South Carolina,45,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,No,2,839,0.02%,3342.46,32.85
3,South Carolina,45,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,No,2,406,0.01%,3228.18,33.86
3,South Carolina,45,Unknown/Not on certificate,Unk,Vaginal,1,No,2,89,0.00%,3136.82,28.15
3,South Carolina,45,Unknown/Not on certificate,Unk,Vaginal,1,Not Stated,9,16,0.00%,3152.69,27.06
3,South Carolina,45,Unknown/Not on certificate,Unk,Cesarean,2,No,2,46,0.00%,2854.65,28.63
3,Virginia,51,8th grade or less,1,Vaginal,1,Yes,1,52,0.00%,2992.02,26.23
3,Virginia,51,8th grade or less,1,Vaginal,1,No,2,2098,0.05%,3301.5,29.78
3,Virginia,51,8th grade or less,1,Vaginal,1,Not Stated,9,48,0.00%,3521.35,30.06
3,Virginia,51,8th grade or less,1,Cesarean,2,Yes,1,34,0.00%,2503.32,26.94
3,Virginia,51,8th grade or less,1,Cesarean,2,No,2,813,0.02%,3242.41,30.69
3,Virginia,51,9th through 12th grade with no diploma,2,Vaginal,1,Yes,1,660,0.02%,3016.91,25.72
3,Virginia,51,9th through 12th grade with no diploma,2,Vaginal,1,No,2,4012,0.10%,3221.44,24.62
3,Virginia,51,9th through 12th grade with no diploma,2,Vaginal,1,Not Stated,9,32,0.00%,3425.28,28.94
3,Virginia,51,9th through 12th grade with no diploma,2,Cesarean,2,Yes,1,359,0.01%,2940.1,27.23
3,Virginia,51,9th through 12th grade with no diploma,2,Cesarean,2,No,2,1564,0.04%,3170.1,26.85
3,Virginia,51,9th through 12th grade with no diploma,2,Cesarean,2,Not Stated,9,13,0.00%,2608.23,29.15
3,Virginia,51,High school graduate or GED completed,3,Vaginal,1,Yes,1,2042,0.05%,3095.54,26.06
3,Virginia,51,High school graduate or GED completed,3,Vaginal,1,No,2,16081,0.41%,3261.93,26.09
3,Virginia,51,High school graduate or GED completed,3,Vaginal,1,Not Stated,9,275,0.01%,3372.45,27.7
3,Virginia,51,High school graduate or GED completed,3,Cesarean,2,Yes,1,1073,0.03%,3040.01,26.88
3,Virginia,51,High school graduate or GED completed,3,Cesarean,2,No,2,7195,0.18%,3180.76,27.63
3,Virginia,51,High school graduate or GED completed,3,Cesarean,2,Not Stated,9,52,0.00%,2864.48,28.69
3,Virginia,51,High school graduate or GED completed,3,Not Stated,9,No,2,23,0.00%,3301.61,28.7
3,Virginia,51,"Some college credit, but not a degree",4,Vaginal,1,Yes,1,899,0.02%,3154.58,27.92
3,Virginia,51,"Some college credit, but not a degree",4,Vaginal,1,No,2,11408,0.29%,3317.04,27.58
3,Virginia,51,"Some college credit, but not a degree",4,Vaginal,1,Not Stated,9,175,0.00%,3574.15,29.68
3,Virginia,51,"Some college credit, but not a degree",4,Cesarean,2,Yes,1,546,0.01%,3066.27,29.07
3,Virginia,51,"Some college credit, but not a degree",4,Cesarean,2,No,2,5736,0.15%,3244.43,29.11
3,Virginia,51,"Some college credit, but not a degree",4,Cesarean,2,Not Stated,9,18,0.00%,3272.33,29.11
3,Virginia,51,"Some college credit, but not a degree",4,Not Stated,9,No,2,13,0.00%,3236.69,28
3,Virginia,51,"Associate degree (AA, AS)",5,Vaginal,1,Yes,1,173,0.00%,3094.23,29.47
3,Virginia,51,"Associate degree (AA, AS)",5,Vaginal,1,No,2,4262,0.11%,3325.55,29.2
3,Virginia,51,"Associate degree (AA, AS)",5,Vaginal,1,Not Stated,9,80,0.00%,3656.56,29.74
3,Virginia,51,"Associate degree (AA, AS)",5,Cesarean,2,Yes,1,127,0.00%,3085.07,29.93
3,Virginia,51,"Associate degree (AA, AS)",5,Cesarean,2,No,2,2279,0.06%,3239.52,30.66
3,Virginia,51,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Yes,1,124,0.00%,3282.74,31.17
3,Virginia,51,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,No,2,14822,0.38%,3375.8,31.08
3,Virginia,51,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Not Stated,9,331,0.01%,3616.18,31.66
3,Virginia,51,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Yes,1,90,0.00%,3004.04,31.98
3,Virginia,51,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,No,2,7705,0.20%,3272.59,32.42
3,Virginia,51,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Not Stated,9,15,0.00%,3498.93,33.53
3,Virginia,51,"Bachelor's degree (BA, AB, BS)",6,Not Stated,9,No,2,17,0.00%,3475.59,32
3,Virginia,51,"Master's degree (MA, MS)",7,Vaginal,1,Yes,1,18,0.00%,3107.28,32.72
3,Virginia,51,"Master's degree (MA, MS)",7,Vaginal,1,No,2,8005,0.20%,3355.99,32.5
3,Virginia,51,"Master's degree (MA, MS)",7,Vaginal,1,Not Stated,9,142,0.00%,3610.85,33.29
3,Virginia,51,"Master's degree (MA, MS)",7,Cesarean,2,Yes,1,18,0.00%,2913.28,33.28
3,Virginia,51,"Master's degree (MA, MS)",7,Cesarean,2,No,2,4539,0.12%,3277.35,33.8
3,Virginia,51,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,No,2,2190,0.06%,3345.46,33.57
3,Virginia,51,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,Not Stated,9,28,0.00%,3636.81,32.86
3,Virginia,51,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,No,2,1260,0.03%,3245.22,34.85
3,Virginia,51,Unknown/Not on certificate,Unk,Vaginal,1,Yes,1,14,0.00%,2713.5,25.64
3,Virginia,51,Unknown/Not on certificate,Unk,Vaginal,1,No,2,641,0.02%,3190.03,29.27
3,Virginia,51,Unknown/Not on certificate,Unk,Vaginal,1,Not Stated,9,33,0.00%,3468.34,29.58
3,Virginia,51,Unknown/Not on certificate,Unk,Cesarean,2,No,2,279,0.01%,3166.8,31.39
3,West Virginia,54,8th grade or less,1,Vaginal,1,Yes,1,55,0.00%,3034.2,25.05
3,West Virginia,54,8th grade or less,1,Vaginal,1,No,2,88,0.00%,3244.26,24.78
3,West Virginia,54,8th grade or less,1,Cesarean,2,Yes,1,24,0.00%,2901.29,27.83
3,West Virginia,54,8th grade or less,1,Cesarean,2,No,2,34,0.00%,3088.68,26.88
3,West Virginia,54,9th through 12th grade with no diploma,2,Vaginal,1,Yes,1,776,0.02%,2993.3,23.86
3,West Virginia,54,9th through 12th grade with no diploma,2,Vaginal,1,No,2,806,0.02%,3263.82,21.57
3,West Virginia,54,9th through 12th grade with no diploma,2,Vaginal,1,Not Stated,9,82,0.00%,3065.76,23.79
3,West Virginia,54,9th through 12th grade with no diploma,2,Cesarean,2,Yes,1,403,0.01%,2914.76,25.34
3,West Virginia,54,9th through 12th grade with no diploma,2,Cesarean,2,No,2,347,0.01%,3137.52,23.11
3,West Virginia,54,9th through 12th grade with no diploma,2,Cesarean,2,Not Stated,9,45,0.00%,2919.51,25.11
3,West Virginia,54,High school graduate or GED completed,3,Vaginal,1,Yes,1,1272,0.03%,3045.14,25.28
3,West Virginia,54,High school graduate or GED completed,3,Vaginal,1,No,2,2498,0.06%,3296.07,24.25
3,West Virginia,54,High school graduate or GED completed,3,Vaginal,1,Not Stated,9,158,0.00%,3102.11,25.13
3,West Virginia,54,High school graduate or GED completed,3,Cesarean,2,Yes,1,689,0.02%,3011.42,26.51
3,West Virginia,54,High school graduate or GED completed,3,Cesarean,2,No,2,1262,0.03%,3273.72,25.79
3,West Virginia,54,High school graduate or GED completed,3,Cesarean,2,Not Stated,9,106,0.00%,2874.26,26.34
3,West Virginia,54,"Some college credit, but not a degree",4,Vaginal,1,Yes,1,605,0.02%,3085.42,27.52
3,West Virginia,54,"Some college credit, but not a degree",4,Vaginal,1,No,2,1997,0.05%,3334.9,26.03
3,West Virginia,54,"Some college credit, but not a degree",4,Vaginal,1,Not Stated,9,91,0.00%,3248.93,26.08
3,West Virginia,54,"Some college credit, but not a degree",4,Cesarean,2,Yes,1,367,0.01%,3060.53,28.59
3,West Virginia,54,"Some college credit, but not a degree",4,Cesarean,2,No,2,1089,0.03%,3311.08,27.33
3,West Virginia,54,"Some college credit, but not a degree",4,Cesarean,2,Not Stated,9,51,0.00%,3107.65,26.76
3,West Virginia,54,"Associate degree (AA, AS)",5,Vaginal,1,Yes,1,150,0.00%,3101.48,29.03
3,West Virginia,54,"Associate degree (AA, AS)",5,Vaginal,1,No,2,968,0.02%,3354.13,28.22
3,West Virginia,54,"Associate degree (AA, AS)",5,Vaginal,1,Not Stated,9,41,0.00%,3168.12,28.07
3,West Virginia,54,"Associate degree (AA, AS)",5,Cesarean,2,Yes,1,91,0.00%,3059.67,29.91
3,West Virginia,54,"Associate degree (AA, AS)",5,Cesarean,2,No,2,587,0.01%,3335.46,29.57
3,West Virginia,54,"Associate degree (AA, AS)",5,Cesarean,2,Not Stated,9,31,0.00%,3212.81,29.23
3,West Virginia,54,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Yes,1,62,0.00%,3136.5,31.79
3,West Virginia,54,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,No,2,1643,0.04%,3380.61,29.67
3,West Virginia,54,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Not Stated,9,63,0.00%,3288.49,29.75
3,West Virginia,54,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Yes,1,45,0.00%,3071.02,31.69
3,West Virginia,54,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,No,2,868,0.02%,3319.99,30.87
3,West Virginia,54,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Not Stated,9,32,0.00%,3350.06,31.25
3,West Virginia,54,"Master's degree (MA, MS)",7,Vaginal,1,Yes,1,11,0.00%,3019.64,34
3,West Virginia,54,"Master's degree (MA, MS)",7,Vaginal,1,No,2,710,0.02%,3387.44,31.04
3,West Virginia,54,"Master's degree (MA, MS)",7,Vaginal,1,Not Stated,9,21,0.00%,3438.52,31.19
3,West Virginia,54,"Master's degree (MA, MS)",7,Cesarean,2,No,2,394,0.01%,3272.15,32.47
3,West Virginia,54,"Master's degree (MA, MS)",7,Cesarean,2,Not Stated,9,14,0.00%,2924.43,33.86
3,West Virginia,54,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,No,2,243,0.01%,3364.53,32.37
3,West Virginia,54,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,No,2,126,0.00%,3212.63,33.11
3,West Virginia,54,Unknown/Not on certificate,Unk,Vaginal,1,Yes,1,20,0.00%,3201.45,31
3,West Virginia,54,Unknown/Not on certificate,Unk,Vaginal,1,No,2,37,0.00%,3269.95,29.49
3,West Virginia,54,Unknown/Not on certificate,Unk,Cesarean,2,No,2,17,0.00%,3186.71,28.47
3,Alabama,1,8th grade or less,1,Vaginal,1,Yes,1,117,0.00%,3003.83,24.85
3,Alabama,1,8th grade or less,1,Vaginal,1,No,2,1566,0.04%,3232.65,27.64
3,Alabama,1,8th grade or less,1,Cesarean,2,Yes,1,81,0.00%,2937.58,26.46
3,Alabama,1,8th grade or less,1,Cesarean,2,No,2,470,0.01%,3085.57,28.71
3,Alabama,1,9th through 12th grade with no diploma,2,Vaginal,1,Yes,1,1017,0.03%,3008.88,25.05
3,Alabama,1,9th through 12th grade with no diploma,2,Vaginal,1,No,2,3829,0.10%,3136.94,23.12
3,Alabama,1,9th through 12th grade with no diploma,2,Vaginal,1,Not Stated,9,20,0.00%,2786.75,23.55
3,Alabama,1,9th through 12th grade with no diploma,2,Cesarean,2,Yes,1,551,0.01%,2926.26,25.74
3,Alabama,1,9th through 12th grade with no diploma,2,Cesarean,2,No,2,1662,0.04%,3054.63,24.79
3,Alabama,1,9th through 12th grade with no diploma,2,Cesarean,2,Not Stated,9,14,0.00%,3101.36,26.93
3,Alabama,1,High school graduate or GED completed,3,Vaginal,1,Yes,1,1573,0.04%,3076.75,25.55
3,Alabama,1,High school graduate or GED completed,3,Vaginal,1,No,2,10284,0.26%,3179.38,24.73
3,Alabama,1,High school graduate or GED completed,3,Vaginal,1,Not Stated,9,44,0.00%,3027.77,24.8
3,Alabama,1,High school graduate or GED completed,3,Cesarean,2,Yes,1,863,0.02%,3004.53,26.81
3,Alabama,1,High school graduate or GED completed,3,Cesarean,2,No,2,5275,0.13%,3107.93,26.07
3,Alabama,1,High school graduate or GED completed,3,Cesarean,2,Not Stated,9,21,0.00%,2995.86,25.62
3,Alabama,1,"Some college credit, but not a degree",4,Vaginal,1,Yes,1,854,0.02%,3102.45,27.48
3,Alabama,1,"Some college credit, but not a degree",4,Vaginal,1,No,2,7532,0.19%,3219.62,26.07
3,Alabama,1,"Some college credit, but not a degree",4,Vaginal,1,Not Stated,9,19,0.00%,3294.67,25.16
3,Alabama,1,"Some college credit, but not a degree",4,Cesarean,2,Yes,1,483,0.01%,3055.69,28.36
3,Alabama,1,"Some college credit, but not a degree",4,Cesarean,2,No,2,4070,0.10%,3160.58,27.51
3,Alabama,1,"Some college credit, but not a degree",4,Cesarean,2,Not Stated,9,10,0.00%,3170.2,28.5
3,Alabama,1,"Associate degree (AA, AS)",5,Vaginal,1,Yes,1,169,0.00%,3048.85,29.92
3,Alabama,1,"Associate degree (AA, AS)",5,Vaginal,1,No,2,2740,0.07%,3288.66,28.45
3,Alabama,1,"Associate degree (AA, AS)",5,Cesarean,2,Yes,1,106,0.00%,3010.42,30.49
3,Alabama,1,"Associate degree (AA, AS)",5,Cesarean,2,No,2,1664,0.04%,3196.59,29.59
3,Alabama,1,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,Yes,1,75,0.00%,3169.49,31.68
3,Alabama,1,"Bachelor's degree (BA, AB, BS)",6,Vaginal,1,No,2,5807,0.15%,3342.46,29.89
3,Alabama,1,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,Yes,1,48,0.00%,3039.56,32.96
3,Alabama,1,"Bachelor's degree (BA, AB, BS)",6,Cesarean,2,No,2,3163,0.08%,3254.74,31.02
3,Alabama,1,"Master's degree (MA, MS)",7,Vaginal,1,Yes,1,13,0.00%,3192.15,33.62
3,Alabama,1,"Master's degree (MA, MS)",7,Vaginal,1,No,2,2396,0.06%,3346.07,31.65
3,Alabama,1,"Master's degree (MA, MS)",7,Cesarean,2,Yes,1,10,0.00%,3291.6,32.2
3,Alabama,1,"Master's degree (MA, MS)",7,Cesarean,2,No,2,1462,0.04%,3256.8,32.7
3,Alabama,1,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Vaginal,1,No,2,626,0.02%,3348.12,32.41
3,Alabama,1,"Doctorate (PHD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Cesarean,2,No,2,370,0.01%,3178.87,33.74
3,Alabama,1,Unknown/Not on certificate,Unk,Vaginal,1,No,2,64,0.00%,3065.03,27.39
3,Alabama,1,Unknown/Not on certificate,Unk,Vaginal,1,Not Stated,9,19,0.00%,3404.11,28.63
3,Alabama,1,Unknown/Not on certificate,Unk,Cesarean,2,No,2,24,0.00%,3208.92,27.17
3,Kentucky,21,8th grade or less,1,Vaginal,1,Yes,1,116,0.00%,2918.08,25.63
3,Kentucky,21,8th grade or less,1,Vaginal,1,No,2,1337,0.03%,3374.07,28.4
3,Kentucky,21,8th grade or less,1,Cesarean,2,Yes,1,72,0.00%,2900.65,26.85
3,Kentucky,21,8th grade or less,1,Cesarean,2,No,2,330,0.01%,3255.75,29.65
3,Kentucky,21,8th grade or less,1,Not Stated,9,No,2,19,0.00%,3455.05,30.58
3,Kentucky,21,9th through 12th grade with no diploma,2,Vaginal,1,Yes,1,1488,0.04%,3043.9,24.07
3,Kentucky,21,9th through 12th grade with no diploma,2,Vaginal,1,No,2,2421,0.06%,3214.01,22.55
3,Kentucky,21,9th through 12th grade with no diploma,2,Vaginal,1,Not Stated,9,17,0.00%,3106.71,24.12
3,Kentucky,21,9th through 12th grade with no diploma,2,Cesarean,2,Yes,1,799,0.02%,2929.41,25.51
3,Kentucky,21,9th through 12th grade with no diploma,2,Cesarean,2,No,2,1048,0.03%,3172.86,25.07
3,Kentucky,21,9th through 12th grade with no diploma,2,Not Stated,9,No,2,23,0.00%,3127.13,26.61
3,Kentucky,21,High school graduate or GED completed,3,Vaginal,1,Yes,1,2752,0.07%,3090.65,25.01
3,Kentucky,21,High school graduate or GED completed,3,Vaginal,1,No,2,7439,0.19%,3286.23,24.13
3,Kentucky,21,High school graduate or GED completed,3,Vaginal,1,Not Stated,9,32,0.00%,2876.72,26.44
3,Kentucky,21,High school graduate or GED completed,3,Cesarean,2,Yes,1,1477,0.04%,3017.36,26.34
3,Kentucky,21,High school graduate or GED completed,3,Cesarean,2,No,2,3676,0.09%,3221.11,25.69
3,Kentucky,21,High school graduate or GED completed,3,Cesarean,2,Not Stated,9,13,0.00%,3261.77,27.15
